danceability,energy,key,loudness,popularity
0.8,0.572,7,-9.997,0
0.457,0.518,9,-10.301,1
0.249,0.885,5,-7.623,0
0.755,0.528,8,-8.946,1
0.502,0.563,8,-9.626,1
0.584,0.785,8,-6.485,1
0.62,0.132,2,-21.224,0
0.631,0.648,2,-11.346,0
0.317,0.563,5,-6.209,1
0.432,0.814,7,-6.3,0
0.421,0.514,8,-9.52,1
0.592,0.499,1,-11.317,1
0.647,0.689,0,-6.288,1
0.461,0.551,0,-13.095,1
0.506,0.401,2,-11.96,1
0.782,0.874,8,-6.651,1
0.289,0.934,2,-5.064,1
0.571,0.486,3,-16.09,0
0.648,0.735,11,-6.218,0
0.793,0.783,8,-9.462,1
0.585,0.23,7,-18.558,0
0.824,0.393,0,-9.121,0
0.708,0.693,11,-9.557,1
0.394,0.243,3,-14.664,1
0.627,0.478,3,-11.919,1
0.766,0.446,2,-8.366,0
0.493,0.598,7,-9.101,0
0.448,0.671,4,-12.115,0
0.353,0.526,9,-8.868,1
0.675,0.355,11,-13.57,1
0.276,0.957,9,-6.457,0
0.474,0.257,8,-18.718,1
0.583,0.668,7,-8.414,0
0.553,0.318,5,-12.606,0
0.731,0.664,4,-6.995,1
0.593,0.766,9,-6.592,1
0.173,0.245,9,-15.193,0
0.517,0.613,9,-13.437,0
0.317,0.965,10,-6.648,0
0.706,0.297,0,-12.275,0
0.822,0.7,9,-6.383,1
0.611,0.185,4,-11.142,0
0.639,0.426,4,-14.005,1
0.642,0.815,0,-7.866,1
0.249,0.808,10,-8.567,0
0.482,0.85,4,-4.945,1
0.526,0.892,0,-4.413,0
0.778,0.238,3,-19.037,0
0.703,0.243,10,-11.438,0
0.506,0.503,2,-9.246,0
0.53,0.989,11,-9.704,0
0.475,0.614,9,-10.478,0
0.392,0.789,9,-7.35,0
0.839,0.642,11,-7.632,1
0.7,0.726,2,-7.717,1
0.611,0.912,0,-6.775,1
0.729,0.733,1,-8.32,1
0.413,0.895,7,-7.442,0
0.444,0.454,5,-7.434,1
0.574,0.904,7,-7.683,1
0.511,0.199,9,-19.181,0
0.766,0.844,10,-3.851,1
0.767,0.45,0,-12.352,1
0.382,0.483,9,-9.625,1
0.417,0.46,1,-11.07,1
0.723,0.873,9,-6.749,1
0.12,0.0292,6,-20.267,0
0.68,0.23,5,-13.942,1
0.439,0.33,2,-16.483,1
0.406,0.229,0,-16.53,0
0.194,0.88,0,-4.39,0
0.475,0.306,11,-12.649,1
0.72,0.781,1,-12.111,1
0.654,0.658,11,-9.885,0
0.232,0.153,0,-15.49,0
0.445,0.743,6,-3.692,1
0.601,0.883,0,-6.666,1
0.49,0.581,9,-13.522,1
0.656,0.375,5,-10.531,0
0.716,0.259,5,-11.15,0
0.337,0.191,7,-20.895,0
0.335,0.226,0,-13.175,1
0.285,0.257,0,-11.77,1
0.389,0.415,8,-14.082,0
0.641,0.925,7,-3.621,0
0.802,0.592,9,-13.516,1
0.598,0.735,2,-10.882,0
0.515,0.243,2,-15.951,0
0.355,0.351,9,-9.513,0
0.343,0.972,4,-7.952,0
0.256,0.941,11,-9.477,0
0.355,0.773,2,-9.102,0
0.73,0.639,7,-11.025,1
0.563,0.857,7,-7.618,1
0.669,0.302,1,-17.856,0
0.253,0.28,9,-16.88,0
0.234,0.387,2,-16.129,0
0.332,0.238,4,-20.195,0
0.623,0.68,2,-13.255,1
0.424,0.363,7,-13.351,0
0.694,0.656,0,-10.598,1
0.723,0.883,5,-6.595,0
0.668,0.739,2,-6.906,1
0.676,0.308,10,-11.199,1
0.508,0.458,9,-9.967,0
0.705,0.245,0,-15.763,1
0.613,0.844,9,-10.147,1
0.427,0.928,0,-5.722,1
0.491,0.615,0,-6.367,0
0.62,0.804,10,-7.606,1
0.409,0.216,9,-17.215,0
0.75,0.531,4,-9.099,0
0.453,0.51,5,-10.713,0
0.0961,0.338,7,-14.635,0
0.721,0.658,2,-14.452,1
0.75,0.78,4,-7.861,1
0.418,0.365,9,-12.144,1
0.574,0.426,6,-10.751,1
0.646,0.531,7,-10.785,1
0.496,0.483,10,-13.01,0
0.485,0.491,0,-11.675,1
0.545,0.479,8,-10.32,1
0.758,0.606,1,-13.359,1
0.729,0.271,0,-14.573,0
0.377,0.292,9,-11.745,1
0.278,0.565,8,-12.912,0
0.478,0.553,11,-13.567,0
0.367,0.815,9,-9.447,0
0.361,0.0138,11,-21.982,0
0.52,0.461,1,-13.709,1
0.755,0.237,5,-14.605,0
0.688,0.424,9,-10.632,1
0.442,0.327,9,-12.831,1
0.262,0.085,5,-21.794,0
0.506,0.694,7,-8.707,0
0.634,0.421,4,-8.928,1
0.603,0.187,10,-16.939,0
0.419,0.684,2,-13.644,0
0.548,0.877,7,-4.458,1
0.461,0.807,4,-7.464,0
0.355,0.218,9,-19.617,0
0.651,0.533,9,-9.81,0
0.447,0.672,0,-9.563,0
0.356,0.168,8,-15.561,0
0.729,0.725,2,-9.135,0
0.632,0.553,0,-12.109,1
0.62,0.869,2,-8.393,1
0.422,0.8,9,-6.617,1
0.449,0.541,11,-10.791,0
0.518,0.225,8,-12.426,0
0.43,0.378,4,-18.213,0
0.579,0.43,7,-12.678,0
0.516,0.804,11,-9.15,1
0.803,0.73,9,-7.458,1
0.718,0.683,1,-9.685,1
0.564,0.455,0,-11.615,1
0.689,0.836,8,-9.592,1
0.58,0.571,9,-9.116,1
0.647,0.862,2,-8.394,1
0.276,0.316,4,-9.212,1
0.576,0.344,4,-12.868,0
0.283,0.19,9,-16.068,0
0.451,0.457,0,-9.206,0
0.262,0.669,5,-10.713,0
0.341,0.948,9,-5.081,1
0.327,0.333,9,-13.535,0
0.533,0.552,6,-10.588,0
0.659,0.758,5,-10.799,1
0.378,0.414,8,-10.324,0
0.572,0.23,9,-13.069,1
0.449,0.486,9,-9.628,0
0.675,0.777,0,-9.353,1
0.479,0.388,3,-12.546,1
0.595,0.755,2,-8.528,1
0.708,0.752,10,-7.169,0
0.573,0.38,0,-21.272,0
0.417,0.36,2,-10.625,1
0.641,0.139,7,-17.628,1
0.283,0.458,5,-9.914,0
0.673,0.664,9,-13.963,1
0.584,0.948,9,-5.728,1
0.307,0.52,11,-13.023,1
0.755,0.254,0,-16.76,0
0.473,0.905,5,-10.802,0
0.393,0.523,2,-15.001,0
0.332,0.341,5,-11.198,1
0.423,0.614,2,-14.419,0
0.167,0.15,0,-20.097,0
0.483,0.663,7,-7.138,1
0.567,0.572,1,-15.538,1
0.185,0.568,4,-9.667,0
0.507,0.534,10,-11.655,1
0.583,0.719,9,-7.08,1
0.338,0.438,0,-13.109,1
0.623,0.877,11,-7.788,1
0.499,0.838,9,-11.644,1
0.746,0.664,11,-9.008,0
0.531,0.455,1,-13.941,1
0.649,0.7,5,-8.43,1
0.519,0.819,8,-6.485,0
0.882,0.518,11,-12.493,1
0.384,0.283,9,-15.493,1
0.525,0.841,4,-11.909,0
0.52,0.737,0,-11.715,1
0.539,0.535,1,-9.921,1
0.615,0.389,6,-14.109,1
0.84,0.687,10,-13.449,1
0.669,0.492,10,-6.688,1
0.605,0.439,5,-21.099,0
0.431,0.463,0,-7.342,1
0.405,0.339,2,-11.204,0
0.585,0.643,10,-14.482,0
0.438,0.296,1,-18.944,0
0.507,0.147,0,-20.285,0
0.753,0.273,7,-13.347,0
0.715,0.536,6,-11.086,1
0.549,0.596,7,-10.684,1
0.443,0.674,11,-8.534,1
0.774,0.573,7,-10.445,1
0.616,0.9,4,-5.562,1
0.612,0.623,9,-12.776,1
0.777,0.471,1,-12.655,1
0.8,0.405,9,-12.557,0
0.45,0.489,5,-8.454,0
0.638,0.505,2,-11.645,0
0.738,0.459,7,-12.234,0
0.532,0.512,9,-14.771,0
0.684,0.391,9,-13.775,1
0.52,0.895,10,-8.866,0
0.387,0.148,2,-17.26,0
0.444,0.386,6,-18.667,0
0.563,0.511,1,-9.544,1
0.429,0.561,2,-12.244,0
0.7,0.816,7,-9.711,1
0.54,0.212,9,-11.583,1
0.373,0.897,2,-6.268,1
0.536,0.555,9,-4.039,0
0.353,0.331,10,-14.776,0
0.575,0.383,9,-12.597,0
0.103,0.144,9,-17.471,0
0.583,0.862,2,-7.731,0
0.544,0.336,5,-14.413,1
0.628,0.75,2,-7.929,1
0.373,0.242,2,-14.773,0
0.677,0.415,9,-9.869,1
0.521,0.439,11,-16.051,0
0.719,0.44,2,-15.11,1
0.262,0.836,9,-7.243,1
0.806,0.888,7,-7.321,1
0.645,0.639,10,-6.452,1
0.518,0.919,4,-4.721,1
0.439,0.0373,5,-18.594,0
0.384,0.139,2,-18.323,0
0.641,0.884,9,-7.17,1
0.654,0.38,2,-13.238,1
0.281,0.49,4,-14.904,0
0.485,0.415,4,-11.282,1
0.519,0.446,5,-9.287,1
0.42,0.605,4,-13.312,0
0.578,0.364,2,-18.223,0
0.545,0.322,8,-11.828,0
0.113,0.269,7,-14.668,0
0.4,0.705,9,-9.699,0
0.359,0.426,6,-11.439,1
0.419,0.827,0,-4.557,1
0.643,0.937,0,-6.263,1
0.724,0.817,10,-5.825,1
0.725,0.181,6,-13.824,0
0.486,0.45,5,-10.298,1
0.717,0.749,9,-6.831,1
0.699,0.74,3,-8.625,1
0.3,0.927,9,-8.237,0
0.531,0.198,4,-17.377,1
0.503,0.321,9,-14.017,0
0.555,0.477,2,-10.234,1
0.58,0.518,8,-6.557,0
0.714,0.359,2,-15.927,0
0.446,0.343,0,-16.348,0
0.597,0.744,2,-9.751,1
0.204,0.203,0,-12.474,0
0.704,0.528,5,-13.382,1
0.676,0.628,1,-9.674,1
0.58,0.197,10,-19.269,0
0.561,0.312,4,-19.36,0
0.583,0.946,7,-0.93,0
0.716,0.741,5,-9.223,1
0.556,0.717,4,-8.136,0
0.628,0.439,9,-10.728,1
0.642,0.569,7,-13.403,1
0.469,0.788,7,-10.263,1
0.652,0.372,7,-15.323,0
0.495,0.307,9,-18.168,1
0.605,0.877,2,-9.946,1
0.324,0.639,2,-12.454,0
0.288,0.356,1,-8.264,1
0.667,0.597,0,-10.481,1
0.545,0.828,8,-10.083,1
0.602,0.519,4,-10.717,1
0.43,0.194,8,-14.673,0
0.521,0.62,8,-8.536,0
0.6,0.567,0,-7.163,1
0.197,0.243,9,-13.387,0
0.697,0.813,11,-8.89,1
0.638,0.657,5,-5.499,0
0.277,0.869,10,-7.919,0
0.724,0.883,6,-8.521,1
0.682,0.619,5,-8.023,0
0.231,0.122,4,-22.277,0
0.406,0.62,2,-7.744,0
0.29,0.424,2,-14.31,0
0.614,0.661,9,-9.663,1
0.504,0.594,6,-11.258,1
0.42,0.367,2,-18.728,0
0.37,0.378,5,-15.178,1
0.698,0.77,7,-8.049,1
0.453,0.233,9,-13.543,0
0.367,0.422,8,-14.86,0
0.636,0.365,7,-11.6,1
0.777,0.381,7,-7.798,1
0.428,0.981,2,-6.699,0
0.469,0.296,0,-14.146,1
0.659,0.678,0,-8.18,1
0.566,0.679,7,-15.189,0
0.843,0.64,7,-8.12,1
0.65,0.846,11,-6.144,1
0.678,0.594,5,-12.602,0
0.447,0.153,9,-21.376,0
0.773,0.699,0,-8.784,1
0.906,0.344,1,-14.401,1
0.541,0.304,9,-14.932,0
0.756,0.547,5,-11.197,0
0.689,0.83,8,-8.774,1
0.736,0.699,9,-10.165,1
0.603,0.318,1,-14.541,0
0.447,0.21,0,-18.798,1
0.48,0.349,7,-10.309,1
0.236,0.24,4,-15.169,1
0.531,0.2,1,-17.265,0
0.591,0.489,6,-11.474,0
0.252,0.423,0,-15.029,0
0.813,0.444,11,-10.294,0
0.15,0.405,1,-22.206,0
0.455,0.699,0,-5.242,0
0.645,0.408,7,-11.119,0
0.411,0.788,3,-7.679,0
0.624,0.731,10,-6.443,0
0.427,0.333,9,-8.642,0
0.285,0.211,7,-20.088,0
0.501,0.328,4,-15.038,0
0.418,0.913,5,-7.207,0
0.602,0.315,7,-17.638,0
0.764,0.344,5,-16.135,1
0.523,0.879,11,-9.073,0
0.717,0.564,0,-9.904,1
0.672,0.72,0,-6.503,1
0.55,0.659,2,-13.462,1
0.43,0.599,8,-10.998,0
0.447,0.373,11,-5.7,0
0.671,0.501,4,-13.119,1
0.716,0.653,1,-8.827,1
0.66,0.748,2,-11.206,1
0.478,0.783,9,-7.346,0
0.542,0.47,8,-15.029,1
0.58,0.498,10,-12.257,0
0.312,0.88,5,-7.531,0
0.703,0.826,10,-7.179,1
0.533,0.245,8,-14.652,1
0.312,0.808,4,-10.8,0
0.628,0.487,2,-9.421,1
0.897,0.403,4,-13.44,0
0.218,0.583,9,-8.638,1
0.599,0.762,0,-6.887,1
0.759,0.569,9,-8.038,0
0.508,0.623,9,-11.237,1
0.518,0.663,2,-12.73,1
0.437,0.269,8,-17.907,0
0.62,0.727,7,-9.472,1
0.723,0.717,3,-10.437,1
0.774,0.803,0,-4.959,1
0.793,0.53,10,-7.696,1
0.602,0.847,4,-8.034,0
0.779,0.598,11,-14.219,1
0.43,0.803,5,-6.78,1
0.415,0.291,4,-14.969,1
0.878,0.611,1,-12.221,1
0.244,0.0758,9,-19.903,0
0.618,0.287,11,-15.492,0
0.453,0.747,0,-10.895,1
0.323,0.652,5,-9.129,0
0.416,0.215,0,-14.243,0
0.729,0.773,7,-10.999,0
0.6,0.826,5,-8.207,1
0.461,0.18,0,-15.912,0
0.326,0.178,4,-20.348,0
0.83,0.303,4,-16.004,1
0.639,0.385,2,-13.253,1
0.733,0.623,0,-9.997,0
0.442,0.479,4,-4.414,0
0.433,0.106,5,-20.214,0
0.644,0.495,0,-8.821,0
0.493,0.323,9,-11.402,0
0.168,0.166,6,-19.372,0
0.457,0.277,0,-18.023,0
0.497,0.718,0,-7.744,1
0.503,0.633,10,-11.69,0
0.689,0.159,4,-15.167,0
0.645,0.186,0,-13.753,0
0.485,0.187,7,-19.259,0
0.634,0.57,3,-10.466,1
0.718,0.141,7,-15.947,0
0.46,0.445,7,-12.877,1
0.496,0.769,9,-10.992,1
0.56,0.845,1,-7.097,1
0.631,0.121,9,-15.988,0
0.143,0.21,7,-13.622,0
0.66,0.564,9,-8.683,1
0.543,0.256,2,-11.573,1
0.466,0.476,11,-9.289,1
0.586,0.574,2,-12.396,1
0.576,0.727,5,-9.03,0
0.462,0.769,7,-6.488,0
0.453,0.779,5,-7.512,0
0.581,0.22,0,-12.607,0
0.552,0.806,2,-7.385,1
0.512,0.319,2,-16.609,1
0.513,0.762,7,-6.591,0
0.351,0.739,4,-9.675,1
0.381,0.917,7,-5.878,0
0.672,0.444,8,-9.805,1
0.701,0.232,9,-13.179,0
0.499,0.37,1,-17.614,0
0.645,0.598,1,-13.18,1
0.744,0.316,1,-15.642,0
0.509,0.694,2,-11.975,1
0.694,0.605,1,-10.855,1
0.468,0.663,9,-11.714,1
0.392,0.724,9,-7.039,0
0.45,0.52,11,-10.279,0
0.32,0.734,2,-9.263,0
0.616,0.943,9,-3.87,1
0.488,0.436,9,-11.844,0
0.4,0.721,0,-12.011,1
0.391,0.364,9,-9.524,1
0.764,0.603,1,-13.086,1
0.819,0.46,9,-10.654,0
0.261,0.357,9,-14.288,0
0.349,0.0717,8,-22.331,0
0.545,0.82,7,-14.444,0
0.548,0.561,5,-8.682,1
0.525,0.735,9,-8.303,1
0.451,0.359,7,-8.567,1
0.398,0.263,5,-14.447,1
0.542,0.499,10,-8.908,1
0.537,0.648,0,-5.66,1
0.672,0.72,9,-7.781,1
0.57,0.625,10,-10.742,1
0.82,0.695,5,-10.768,0
0.377,0.261,0,-15.708,0
0.54,0.845,5,-9.927,0
0.316,0.586,4,-8.632,1
0.436,0.784,5,-5.304,1
0.682,0.357,10,-11.825,0
0.673,0.569,11,-13.137,1
0.646,0.473,4,-8.403,1
0.359,0.345,1,-13.366,1
0.643,0.859,5,-5.276,1
0.481,0.523,1,-11.656,1
0.579,0.113,4,-16.391,0
0.749,0.641,10,-10.06,1
0.68,0.314,9,-12.55,0
0.76,0.472,8,-8.448,0
0.677,0.399,10,-17.847,1
0.628,0.438,0,-14.785,0
0.318,0.943,7,-5.571,1
0.515,0.907,9,-6.717,0
0.533,0.739,4,-12.04,1
0.692,0.553,8,-10.977,1
0.363,0.457,9,-12.724,0
0.586,0.222,0,-19.328,1
0.297,0.96,4,-7.103,0
0.478,0.738,4,-10.951,0
0.403,0.856,11,-7.422,0
0.475,0.808,9,-8.859,1
0.573,0.655,8,-6.168,0
0.67,0.682,0,-7.185,1
0.521,0.481,1,-13.508,1
0.664,0.585,0,-7.062,1
0.614,0.763,4,-8.949,1
0.641,0.647,7,-13.373,1
0.334,0.539,2,-9.019,1
0.428,0.324,7,-14.811,0
0.567,0.412,0,-15.775,1
0.564,0.357,1,-12.752,1
0.418,0.645,0,-10.341,1
0.529,0.511,1,-9.37,1
0.729,0.425,7,-10.207,1
0.591,0.767,9,-6.179,0
0.29,0.108,9,-20.207,0
0.724,0.879,5,-9.412,1
0.809,0.726,9,-8.209,1
0.502,0.407,7,-7.844,0
0.444,0.28,11,-15.682,1
0.513,0.717,11,-4.088,1
0.665,0.446,2,-12.953,0
0.267,0.351,9,-8.246,1
0.395,0.641,7,-5.96,1
0.72,0.391,3,-14.902,1
0.55,0.376,10,-11.426,1
0.352,0.355,6,-11.601,1
0.342,0.147,2,-21.446,0
0.598,0.735,2,-10.882,0
0.647,0.921,9,-7.618,0
0.329,0.141,7,-17.168,0
0.549,0.722,11,-11.729,1
0.32,0.484,11,-9.012,1
0.894,0.435,0,-8.46,0
0.692,0.622,6,-9.524,1
0.604,0.905,4,-7.059,1
0.67,0.627,7,-11.769,1
0.652,0.44,7,-13.054,1
0.678,0.833,10,-9.373,1
0.596,0.171,10,-19.953,1
0.279,0.347,8,-15.674,0
0.234,0.533,5,-16.911,0
0.341,0.365,2,-17.313,0
0.692,0.653,5,-5.715,1
0.44,0.262,9,-17.033,0
0.814,0.672,9,-12.068,1
0.54,0.645,2,-12.19,1
0.31,0.337,5,-16.14,0
0.625,0.216,11,-18.922,0
0.632,0.129,0,-14.553,0
0.276,0.521,5,-11.304,0
0.825,0.532,9,-10.169,1
0.406,0.493,2,-11.278,1
0.306,0.683,5,-13.414,0
0.593,0.85,1,-6.566,0
0.654,0.955,2,-6.851,1
0.544,0.838,9,-9.591,0
0.337,0.933,2,-6.047,0
0.548,0.714,2,-7.709,0
0.586,0.297,9,-16.856,0
0.39,0.384,0,-10.487,1
0.516,0.238,1,-13.837,0
0.359,0.159,2,-9.393,0
0.76,0.494,2,-10.686,0
0.377,0.556,0,-12.907,0
0.397,0.288,2,-16.114,0
0.682,0.487,5,-10.464,0
0.538,0.435,0,-10.767,1
0.501,0.441,2,-8.57,0
0.448,0.763,0,-11.657,1
0.601,0.213,0,-13.642,0
0.508,0.775,2,-9.002,1
0.492,0.749,7,-13.328,0
0.35,0.182,0,-16.076,1
0.643,0.413,1,-8.544,0
0.425,0.356,5,-16.424,0
0.441,0.311,6,-15.236,0
0.413,0.617,7,-6.823,0
0.338,0.953,6,-4.049,0
0.524,0.542,9,-8.366,0
0.524,0.306,4,-12.71,0
0.446,0.731,2,-10.302,1
0.438,0.837,5,-6.416,1
0.493,0.831,11,-11.252,1
0.585,0.839,0,-9.1,0
0.457,0.428,1,-9.796,1
0.617,0.396,7,-15.925,1
0.536,0.391,7,-10.684,0
0.634,0.897,9,-6.365,1
0.463,0.881,11,-9.616,0
0.616,0.663,2,-7.521,0
0.349,0.53,3,-13.081,0
0.708,0.463,5,-13.748,1
0.573,0.722,10,-5.781,1
0.349,0.14,2,-13.435,0
0.443,0.546,9,-13.335,0
0.468,0.263,0,-18.573,1
0.665,0.512,4,-10.704,1
0.874,0.84,0,-11.199,0
0.508,0.287,9,-14.492,0
0.542,0.546,1,-8.291,0
0.745,0.759,3,-6.69,1
0.543,0.521,1,-11.589,0
0.54,0.841,10,-11.94,0
0.588,0.568,6,-9.766,1
0.555,0.503,0,-14.833,0
0.598,0.673,2,-10.431,1
0.497,0.636,8,-8.71,1
0.922,0.6,2,-12.126,1
0.598,0.56,10,-10.529,1
0.604,0.354,9,-14.07,1
0.644,0.691,4,-6.572,1
0.61,0.855,6,-5.384,1
0.212,0.314,9,-11.944,0
0.748,0.676,10,-8.234,1
0.546,0.724,5,-9.831,0
0.488,0.306,4,-9.174,0
0.184,0.2,3,-12.472,0
0.588,0.344,7,-6.348,0
0.537,0.491,7,-15.353,1
0.671,0.233,11,-18.003,1
0.735,0.567,10,-14.054,1
0.432,0.551,1,-9.839,1
0.805,0.498,5,-16.685,1
0.625,0.536,8,-8.962,1
0.517,0.617,0,-11.54,1
0.47,0.352,4,-9.786,1
0.568,0.253,2,-13.607,1
0.522,0.532,2,-8.476,1
0.318,0.911,9,-6.989,0
0.597,0.403,0,-13.236,0
0.487,0.482,2,-13.091,1
0.705,0.405,0,-10.124,0
0.525,0.526,10,-10.625,1
0.453,0.51,7,-12.779,0
0.758,0.448,0,-5.971,0
0.684,0.186,11,-10.291,0
0.495,0.507,5,-8.382,0
0.63,0.737,8,-10.217,1
0.462,0.542,10,-8.143,1
0.631,0.156,7,-15.585,0
0.385,0.283,2,-13.32,0
0.521,0.745,9,-13.528,0
0.597,0.706,1,-9.305,1
0.566,0.789,4,-8.315,1
0.624,0.66,5,-9.74,0
0.826,0.469,8,-13.957,1
0.527,0.294,9,-14.293,0
0.831,0.386,0,-12.539,0
0.641,0.74,6,-8.425,1
0.168,0.00383,1,-21.71,0
0.231,0.184,7,-20.153,0
0.536,0.629,2,-7.746,0
0.203,0.275,1,-13.408,0
0.308,0.376,4,-15.24,1
0.69,0.525,9,-7.361,0
0.407,0.509,3,-14.426,1
0.559,0.505,2,-16.529,1
0.596,0.589,0,-8.747,1
0.436,0.561,4,-7.229,0
0.521,0.914,3,-3.549,1
0.386,0.509,2,-8.055,0
0.828,0.492,0,-9.744,1
0.777,0.725,0,-8.681,1
0.491,0.71,7,-11.097,0
0.575,0.626,9,-8.302,1
0.0842,0.318,1,-15.774,0
0.681,0.732,9,-11.718,1
0.226,0.273,7,-15.652,1
0.654,0.506,11,-17.18,1
0.704,0.72,2,-11.188,1
0.409,0.699,3,-9.972,1
0.349,0.357,11,-12.077,1
0.539,0.266,4,-11.316,1
0.774,0.698,9,-7.5,1
0.541,0.504,11,-14.191,1
0.346,0.38,2,-16.341,0
0.63,0.376,3,-13.305,1
0.725,0.83,9,-8.28,0
0.489,0.894,1,-14.8,0
0.592,0.541,1,-10.53,1
0.542,0.479,9,-13.849,0
0.465,0.395,10,-11.837,0
0.82,0.464,11,-8.45,1
0.548,0.646,10,-11.487,0
0.687,0.471,9,-13.283,0
0.617,0.353,9,-13.804,0
0.308,0.379,0,-13.439,0
0.656,0.662,4,-10.346,1
0.463,0.553,6,-14.648,1
0.597,0.0283,10,-19.171,0
0.761,0.404,8,-14.037,1
0.656,0.499,11,-10.307,1
0.433,0.595,8,-9.591,0
0.47,0.185,11,-13.627,0
0.326,0.707,4,-8.275,0
0.647,0.794,2,-7.584,1
0.448,0.222,0,-16.59,0
0.614,0.535,2,-13.257,1
0.474,0.443,9,-13.922,0
0.55,0.514,5,-16.065,0
0.348,0.911,2,-8.806,0
0.689,0.486,11,-7.788,1
0.483,0.974,2,-4.954,0
0.794,0.595,7,-6.509,0
0.264,0.405,5,-12.483,1
0.649,0.425,4,-9.811,1
0.657,0.527,1,-12.709,0
0.372,0.746,9,-10.653,1
0.555,0.897,4,-3.469,1
0.57,0.698,0,-7.638,0
0.632,0.71,6,-8.805,1
0.579,0.849,0,-10.658,1
0.574,0.664,5,-11.5,1
0.541,0.75,7,-9.875,0
0.419,0.537,7,-8.588,1
0.909,0.627,11,-8.631,1
0.327,0.886,2,-5.6,1
0.544,0.705,4,-8.419,0
0.453,0.51,0,-8.94,1
0.371,0.437,1,-14.429,0
0.435,0.161,5,-10.84,1
0.316,0.223,11,-14.091,0
0.188,0.478,9,-5.738,0
0.274,0.404,4,-13.541,0
0.722,0.309,8,-15.865,1
0.548,0.577,10,-8.622,1
0.713,0.265,5,-18.008,0
0.672,0.499,3,-15.091,1
0.596,0.456,2,-16.667,0
0.379,0.371,9,-9.374,1
0.824,0.622,7,-6.411,0
0.433,0.48,8,-17.561,0
0.375,0.23,8,-18.835,0
0.44,0.831,2,-6.34,0
0.285,0.166,4,-17.849,0
0.499,0.3,5,-17.716,1
0.665,0.634,7,-10.651,0
0.477,0.398,10,-9.986,1
0.62,0.54,4,-14.636,1
0.69,0.5,4,-16.145,1
0.189,0.415,0,-12.316,0
0.651,0.601,4,-9.417,0
0.425,0.33,7,-12.994,0
0.806,0.762,4,-7.121,1
0.573,0.322,4,-14.057,0
0.287,0.315,4,-9.447,0
0.951,0.57,4,-11.374,1
0.222,0.123,7,-16.07,0
0.289,0.767,0,-7.521,0
0.587,0.792,8,-5.488,1
0.474,0.32,11,-20.721,1
0.476,0.285,7,-19.479,0
0.272,0.553,1,-10.031,1
0.261,0.156,10,-16.488,0
0.664,0.634,2,-6.348,1
0.621,0.424,4,-15.084,1
0.666,0.733,9,-5.884,1
0.438,0.31,7,-10.418,0
0.208,0.495,9,-11.675,0
0.583,0.384,6,-9.947,0
0.627,0.652,11,-12.142,0
0.428,0.646,9,-13.955,0
0.713,0.689,7,-10.99,0
0.602,0.884,9,-7.412,1
0.651,0.648,9,-11.409,1
0.617,0.664,0,-11.701,1
0.383,0.888,1,-8.233,0
0.471,0.195,2,-15.354,1
0.683,0.874,2,-5.079,0
0.275,0.264,9,-13.31,0
0.551,0.915,2,-0.983,0
0.667,0.673,10,-12.151,1
0.688,0.401,9,-12.171,1
0.515,0.558,3,-11.878,1
0.633,0.833,11,-9.248,1
0.634,0.744,10,-6.198,1
0.699,0.669,5,-10.372,1
0.604,0.377,5,-12.179,1
0.743,0.404,9,-10.102,0
0.654,0.355,5,-15.685,0
0.64,0.576,9,-12.851,1
0.476,0.24,9,-13.127,0
0.607,0.638,11,-5.79,1
0.444,0.92,1,-3.845,1
0.429,0.317,0,-11.322,1
0.482,0.579,9,-11.308,0
0.254,0.288,2,-9.782,0
0.476,0.386,5,-15.358,0
0.524,0.682,2,-9.96,0
0.8,0.369,1,-13.57,0
0.271,0.927,2,-8.03,0
0.486,0.562,2,-8.382,1
0.563,0.418,4,-8.503,1
0.602,0.802,9,-5.313,1
0.51,0.425,10,-8.798,1
0.343,0.856,2,-4.666,0
0.319,0.359,11,-12.634,0
0.533,0.772,7,-7.017,0
0.664,0.915,4,-5.797,0
0.662,0.543,11,-9.022,0
0.264,0.202,0,-15.677,1
0.294,0.246,10,-14.528,0
0.615,0.405,4,-12.386,1
0.604,0.749,2,-7.591,0
0.622,0.21,5,-16.335,1
0.219,0.936,4,-7.124,0
0.427,0.481,5,-10.53,1
0.548,0.942,7,-4.291,1
0.521,0.0897,4,-15.321,0
0.528,0.522,10,-9.904,0
0.689,0.559,8,-9.203,1
0.643,0.573,7,-9.178,0
0.757,0.554,2,-9.822,1
0.641,0.442,5,-12.455,0
0.705,0.397,10,-11.775,1
0.505,0.287,5,-8.21,0
0.761,0.874,7,-7.082,1
0.351,0.264,0,-18.671,0
0.332,0.385,5,-9.309,1
0.767,0.501,9,-12.882,1
0.73,0.868,5,-7.325,1
0.516,0.558,2,-9.14,0
0.391,0.441,7,-9.876,1
0.864,0.549,7,-9.741,1
0.622,0.425,10,-16.256,1
0.454,0.533,4,-11.342,0
0.656,0.681,0,-10.626,0
0.495,0.361,2,-10.841,1
0.415,0.538,9,-12.71,1
0.745,0.469,6,-15.822,1
0.487,0.917,7,-9.346,0
0.599,0.765,1,-13.317,0
0.511,0.469,1,-12.343,0
0.352,0.303,4,-14.463,0
0.592,0.777,2,-7.076,0
0.626,0.343,5,-9.886,0
0.299,0.788,10,-7.933,0
0.594,0.828,9,-7.721,0
